file,segment_id,sampling_rate,quality_score,is_valid,rms,peak,peak_to_peak,crest_factor,kurtosis,skewness,form_factor,impulse_factor,margin_factor,variance,mean,std
normal_0_1797.mat,22,12000.0,1.0,True,1.0,3.0198782695990483,5.828328807285711,3.0198782695990483,-0.3224776816417645,-0.06011655506043043,1.2337383919804494,3.7257397603118316,4.360034931741497,1.0,1.3877787807814457e-17,1.0
normal_0_1797.mat,23,12000.0,0.62,False,1.0,3.0800785938030995,5.780674945624552,3.0800785938030995,-0.32594387290979476,-0.09064971793092416,1.2363191457201002,3.807960135841415,4.463615199770472,1.0,6.938893903907228e-18,1.0
normal_0_1797.mat,24,12000.0,0.75,True,1.0,2.967623396784617,5.766440290156204,2.967623396784617,-0.2784721481214021,-0.15881393832589707,1.2360075956109267,3.668005059338485,4.293096910332991,1.0000000000000002,-1.0408340855860843e-17,1.0
normal_0_1797.mat,25,12000.0,0.38,False,0.9999999999999999,2.902321685224658,5.690348899810688,2.9023216852246585,-0.3601357585701761,-0.10770931540720265,1.2305624857037563,3.5714881872819704,4.179344598618983,0.9999999999999999,1.734723475976807e-18,0.9999999999999999
normal_0_1797.mat,26,12000.0,0.12,False,1.0,2.907842036002767,5.448809449106491,2.907842036002767,-0.4538303682198719,-0.12921532702385147,1.2230303021782851,3.556378923979184,4.14168262534375,1.0,3.469446951953614e-18,1.0
normal_0_1797.mat,27,12000.0,0.75,True,1.0,4.058701113267748,7.106468954423832,4.058701113267748,0.0012347064068558566,-0.15958789801111764,1.2447239656347697,5.051962545032887,5.933623550825157,1.0,1.3877787807814457e-17,1.0
normal_0_1797.mat,28,12000.0,0.88,True,0.9999999999999999,4.201894810997065,7.375540844977184,4.201894810997066,-0.012873752903885372,-0.08503685665157315,1.2474219278537984,5.241535725772831,6.185336203458867,0.9999999999999999,6.938893903907228e-18,0.9999999999999999
normal_0_1797.mat,29,12000.0,0.75,True,1.0,3.2229229541194657,6.021112319586065,3.2229229541194657,-0.33744489643935793,-0.10916160580429764,1.2300761083572467,3.9644405249385133,4.624333257286893,1.0000000000000002,-2.0816681711721685e-17,1.0
normal_0_1797.mat,30,12000.0,0.75,True,1.0,3.2053924415512847,5.912387508896824,3.2053924415512847,-0.3526570517335368,-0.1203084347985722,1.2219827444896665,3.9169342528932716,4.536658738127706,1.0,-1.3877787807814457e-17,1.0
normal_0_1797.mat,31,12000.0,0.88,True,1.0,3.1648189522120806,6.065470558274727,3.1648189522120806,-0.31497718977677236,-0.07214490181917593,1.2297920797358688,3.8920692812283875,4.539838457467281,1.0,3.469446951953614e-18,1.0
normal_0_1797.mat,32,12000.0,1.0,True,1.0,3.094006916194438,6.05000993510488,3.094006916194438,-0.2497412501136762,-0.05017820029987694,1.2403720497230126,3.8377197004972725,4.508141654891776,1.0,1.0408340855860843e-17,1.0
normal_0_1797.mat,33,12000.0,1.0,True,0.9999999999999999,2.9504593148959017,5.849822170158471,2.950459314895902,-0.3509375003803985,-0.06369878710583009,1.233076006904103,3.638140590544854,4.259144660290672,0.9999999999999998,6.938893903907228e-18,0.9999999999999999
normal_0_1797.mat,34,12000.0,1.0,True,1.0,2.9972868810148787,5.929296850445342,2.9972868810148787,-0.29079872201986845,-0.07363637716761183,1.2396404087993316,3.7155579344701573,4.364398862755978,1.0,-1.3877787807814457e-17,1.0
normal_0_1797.mat,35,12000.0,1.0,True,1.0,3.4810262293317416,6.411687571028067,3.4810262293317416,-0.18697633451009388,-0.06499451168681991,1.2479159422164001,4.344028126856523,5.12066580303036,1.0000000000000002,5.204170427930421e-18,1.0
normal_0_1797.mat,36,12000.0,1.0,True,0.9999999999999999,3.512864790473903,6.341936571621195,3.5128647904739037,-0.20923898421660425,-0.09073388654217879,1.2438878343030533,4.369609776422033,5.149722269899134,0.9999999999999998,-4.336808689942018e-18,0.9999999999999999
normal_0_1797.mat,37,12000.0,1.0,True,0.9999999999999999,3.491309875472768,6.4072722271854605,3.4913098754727683,-0.24354933496898568,-0.019324741771604342,1.2440670443014,4.343423557519695,5.131064322566559,0.9999999999999998,8.673617379884035e-18,0.9999999999999999
normal_0_1797.mat,38,12000.0,1.0,True,0.9999999999999999,3.0271653029543053,5.889060191444472,3.0271653029543057,-0.26403643227786233,0.03302106853795075,1.2420451281838767,3.7598759167416644,4.430810971179897,0.9999999999999999,1.9081958235744878e-17,0.9999999999999999
normal_0_1797.mat,39,12000.0,1.0,True,1.0,3.3535821945339004,6.472762108361701,3.3535821945339004,-0.220607356364785,0.0075675960988224045,1.2365452611218097,4.146856170433374,4.862784990027638,1.0,1.214306433183765e-17,1.0
normal_0_1797.mat,40,12000.0,1.0,True,1.0,3.2951018053407886,6.327319845646413,3.2951018053407886,-0.23831227660187082,0.0302256821581075,1.2331818645636392,4.063459788237168,4.751345041873363,1.0,1.9081958235744878e-17,1.0
normal_0_1797.mat,41,12000.0,1.0,True,1.0,3.264948204735981,6.49841072695517,3.264948204735981,-0.12679433044179245,0.0406279199245603,1.2460366837991403,4.068245233805178,4.7899739419457354,1.0,-5.204170427930421e-18,1.0
normal_0_1797.mat,42,12000.0,1.0,True,1.0,3.2627494372742576,6.511154776213825,3.2627494372742576,0.012975879359069964,-0.023794464346167388,1.2571825943694293,4.101871802329847,4.842964736052606,1.0,-1.0408340855860843e-17,1.0
normal_0_1797.mat,43,12000.0,1.0,True,0.9999999999999999,2.989267371258249,5.945631536391521,2.9892673712582494,-0.16569412233256342,6.445296926851918e-06,1.2440367334195745,3.718758415857831,4.354220384790285,0.9999999999999998,2.6020852139652106e-17,0.9999999999999999
normal_0_1797.mat,44,12000.0,1.0,True,1.0,3.2463155847808856,6.178541591468118,3.2463155847808856,-0.12599494180206472,0.0756554014946964,1.2447827922826529,4.040957778254244,4.752761984479851,1.0,1.214306433183765e-17,1.0
normal_0_1797.mat,45,12000.0,1.0,True,1.0,3.2711242398998692,6.235009966913438,3.2711242398998692,-0.1091463878691421,-0.013428366864023905,1.2452596868925174,4.073399146764236,4.783873472213671,1.0,1.734723475976807e-18,1.0
normal_0_1797.mat,46,12000.0,1.0,True,1.0,3.1601955903995544,6.283707659948694,3.1601955903995544,-0.2542422207513977,-0.05213521457831172,1.2322684339443182,3.8942092711393985,4.531901973074017,1.0,-5.204170427930421e-18,1.0
normal_0_1797.mat,47,12000.0,0.75,True,1.0,3.9963578205860606,7.1225929348802985,3.9963578205860606,-0.010131172856558734,0.0819697269454846,1.2402310586770176,4.9564070906776285,5.787299252578745,1.0,-1.734723475976807e-18,1.0
normal_0_1797.mat,48,12000.0,0.62,False,1.0,4.023676902291838,7.073057326727366,4.023676902291838,-0.05507403535255406,0.08392273975477357,1.242398180631465,4.999008862856228,5.859816607202651,1.0,8.673617379884035e-18,1.0
normal_0_1797.mat,49,12000.0,1.0,True,0.9999999999999999,3.1328690010112648,6.195456766112401,3.132869001011265,-0.23408672448811574,-0.0486446601101576,1.2392379063448842,3.8823700216659893,4.561302672140233,0.9999999999999998,-8.673617379884035e-18,0.9999999999999999
normal_0_1797.mat,50,12000.0,1.0,True,1.0,3.4424906178416936,6.787916305258031,3.4424906178416936,-0.015528226689547786,-0.07796661125516659,1.2472309536928745,4.293580856369468,5.052436331382556,1.0,-2.5153490401663703e-17,1.0
normal_0_1797.mat,51,12000.0,1.0,True,0.9999999999999999,3.3299782480317663,6.569471923049338,3.329978248031767,-0.09007606127434897,-0.045611923365173675,1.2450946211845637,4.14613800528595,4.8755437385402205,0.9999999999999998,-6.938893903907228e-18,0.9999999999999999
normal_0_1797.mat,52,12000.0,1.0,True,0.9999999999999999,3.083969438856952,6.12946119613783,3.0839694388569523,-0.3329540927156742,-0.02762137871050751,1.230178229063129,3.793832062777857,4.433309117537566,0.9999999999999999,-1.734723475976807e-17,0.9999999999999999
normal_0_1797.mat,53,12000.0,0.75,True,1.0,3.1254375910407006,5.879210633706331,3.1254375910407006,-0.3629717057213533,0.038536418084340565,1.2230572496004624,3.822589103896134,4.440227589816928,1.0000000000000002,-1.734723475976807e-18,1.0
normal_0_1797.mat,54,12000.0,1.0,True,1.0,3.275864485846357,6.190845257124615,3.275864485846357,-0.23750755402969226,0.08216044344544653,1.230738057236271,4.0317310930798405,4.700770938765387,1.0000000000000002,-1.0408340855860843e-17,1.0
normal_0_1797.mat,55,12000.0,0.88,True,0.9999999999999999,3.6557550439914226,7.002450415607079,3.655755043991423,-0.09550691452375704,0.07098591335576537,1.2378168020290816,4.525155017555147,5.294029818420318,0.9999999999999999,-9.540979117872439e-18,0.9999999999999999
normal_0_1797.mat,56,12000.0,0.75,True,1.0,3.603595735768315,6.8765630859172315,3.603595735768315,0.0874022277808355,0.1572111614188764,1.258184774073438,4.533989286659662,5.362352303790024,1.0,-1.734723475976807e-18,1.0
normal_0_1797.mat,57,12000.0,0.75,True,1.0,3.3727868143589346,6.192036325779613,3.3727868143589346,-0.07225724603929784,0.13404791759812656,1.258195625637897,4.243625616035589,5.032864266436081,1.0000000000000002,-3.122502256758253e-17,1.0
normal_0_1797.mat,58,12000.0,0.88,True,1.0,3.8988542010316114,6.9806602454874165,3.8988542010316114,-0.010910352388598277,-0.0687774749851652,1.248804883982971,4.8689081681858015,5.731025847407647,1.0000000000000002,1.5612511283791264e-17,1.0
normal_0_1797.mat,59,12000.0,0.75,True,0.9999999999999999,3.904334604846989,6.80904042843055,3.9043346048469894,0.0029636281334255443,-0.11127528586602829,1.2470127296099853,4.868754952900968,5.716108788720711,0.9999999999999999,-1.3877787807814457e-17,0.9999999999999999
normal_0_1797.mat,60,12000.0,1.0,True,1.0,3.063791980023113,5.964464755373638,3.063791980023113,-0.19207149814073343,0.02273747797047001,1.2439541269176526,3.8112166775669576,4.473774781443679,1.0000000000000002,2.6020852139652106e-18,1.0
normal_0_1797.mat,61,12000.0,1.0,True,1.0000000000000002,3.18114181032641,6.018415493957032,3.1811418103264093,-0.2722164190833949,0.013481280303483542,1.2365512366482452,3.933644839512559,4.600434655975239,1.0000000000000004,-6.938893903907228e-18,1.0000000000000002
normal_0_1797.mat,62,12000.0,1.0,True,1.0,2.992043593676764,5.868131497704601,2.992043593676764,-0.2470125382049444,0.03395071795369285,1.2393865543937888,3.708298600163054,4.35424485508094,1.0,3.2959746043559335e-17,1.0
normal_0_1797.mat,63,12000.0,1.0,True,1.0,3.0203687860944015,5.914146779165708,3.0203687860944015,-0.13390549759862713,-0.028192958531154416,1.2501034225666678,3.775773356910143,4.467437236922751,1.0000000000000002,0.0,1.0
normal_0_1797.mat,64,12000.0,1.0,True,1.0,3.224407314501119,5.942571167820686,3.224407314501119,-0.17460456845053596,-0.08968708926441976,1.24280066958105,4.007295569464026,4.710214149570754,1.0,-1.474514954580286e-17,1.0
normal_0_1797.mat,65,12000.0,1.0,True,0.9999999999999998,3.316844693580214,6.15484472124748,3.3168446935802147,-0.1515514086248011,-0.0006065583902401077,1.245992262598041,4.132762824440318,4.867921529432682,0.9999999999999997,9.540979117872439e-18,0.9999999999999998
normal_0_1797.mat,66,12000.0,0.62,False,1.0,2.755675545351797,5.447440700629999,2.755675545351797,-0.3510752699820774,0.025373133860853384,1.2340900053985575,3.4007516486398726,3.9866721444434217,1.0000000000000002,-1.474514954580286e-17,1.0
normal_0_1797.mat,67,12000.0,1.0,True,0.9999999999999999,3.1940031111764817,6.322873116488706,3.194003111176482,-0.17643072071940802,0.05656825228156218,1.2436605717828428,3.9722557355219226,4.669797298638253,0.9999999999999998,1.3010426069826053e-17,0.9999999999999999
normal_0_1797.mat,68,12000.0,1.0,True,1.0,3.1593580428165873,6.22866780602935,3.1593580428165873,-0.01521340433787266,0.004534809477122988,1.259055943417369,3.9778085211916907,4.705730763489852,1.0000000000000002,1.734723475976807e-18,1.0
normal_0_1797.mat,69,12000.0,0.88,True,1.0,2.9919622321591333,5.960256837799925,2.9919622321591333,-0.33643525475105474,-0.026929169071300475,1.230361630450927,3.681195530206906,4.286575287706469,1.0000000000000002,-2.42861286636753e-17,1.0
normal_0_1797.mat,70,12000.0,1.0,True,1.0,3.4873341131301125,6.304367440088686,3.4873341131301125,-0.3155732821867421,-0.005404426959957427,1.227673955547013,4.28130926498048,4.980121342970254,1.0000000000000002,-6.938893903907228e-18,1.0
normal_0_1797.mat,71,12000.0,1.0,True,1.0,3.3009978109142066,6.233371616361087,3.3009978109142066,-0.10885235289825879,0.010548526965433777,1.2459719940270328,4.112950824743645,4.842505684984661,1.0000000000000002,2.0816681711721685e-17,1.0
normal_0_1797.mat,72,12000.0,1.0,True,0.9999999999999999,3.0625325795080895,6.035155685842434,3.06253257950809,-0.23698631270091353,0.0176026314953592,1.2394679661540895,3.7959110276035295,4.460587501757552,0.9999999999999999,8.673617379884035e-18,0.9999999999999999
normal_0_1797.mat,73,12000.0,1.0,True,1.0,3.391604272434195,6.297434368919545,3.391604272434195,-0.23603415664162197,-0.06118255023666144,1.2372010532787265,4.196096378160215,4.924311604537593,1.0,1.734723475976807e-17,1.0
normal_0_1797.mat,74,12000.0,1.0,True,1.0,3.3763152840157247,6.290519405262111,3.3763152840157247,-0.20668982995937535,-0.07214194512391316,1.2436103977904673,4.19882079342083,4.951322707888383,1.0000000000000002,1.734723475976807e-17,1.0
normal_0_1797.mat,75,12000.0,1.0,True,1.0,3.674424603321208,6.379672717923338,3.674424603321208,-0.2881661032772751,-0.04292973468241752,1.2401662327109493,4.556897317681287,5.382535641971745,1.0,-8.673617379884035e-19,1.0
normal_0_1797.mat,76,12000.0,1.0,True,0.9999999999999999,3.7030652271239224,6.439012226593283,3.703065227123923,-0.027394477624630653,-0.09437186999137738,1.253761999840393,4.6427624646983086,5.494609099228908,0.9999999999999999,1.3877787807814457e-17,0.9999999999999999
normal_0_1797.mat,77,12000.0,1.0,True,0.9999999999999999,3.4082327077673873,6.815737091127897,3.4082327077673877,-0.05738213714981111,-0.04244086987713962,1.2492060797969,4.257585019905672,5.014074142131683,0.9999999999999999,1.9081958235744878e-17,0.9999999999999999
normal_0_1797.mat,78,12000.0,1.0,True,0.9999999999999999,3.287825013259223,6.480396630260573,3.2878250132592233,-0.3228724765830435,-0.024063061608814988,1.2330907190294536,4.054186509642838,4.751280207861501,0.9999999999999998,1.3877787807814457e-17,0.9999999999999999
normal_0_1797.mat,79,12000.0,0.62,False,1.0,2.917486899019903,5.574763405630043,2.917486899019903,-0.3675672198589903,-0.04631299683061921,1.2318360529688104,3.593865546276892,4.204461570885704,1.0000000000000002,-1.0408340855860843e-17,1.0
normal_0_1797.mat,80,12000.0,0.5,False,1.0,2.838877648980626,5.514040369725563,2.838877648980626,-0.4005974188163526,-0.0759003207240962,1.2299959546816828,3.491808024082416,4.076121244145173,1.0,1.0408340855860843e-17,1.0
normal_0_1797.mat,81,12000.0,0.88,True,1.0,2.8056018420222846,5.497360241624126,2.8056018420222846,-0.38532194676806597,-0.052756418706666725,1.2328118946748092,3.4587793225666275,4.040118579899054,1.0,1.734723475976807e-18,1.0
normal_0_1797.mat,82,12000.0,1.0,True,1.0,3.3354338856073382,6.116338099543897,3.3354338856073382,-0.31790643890152026,-0.021432132674805527,1.2360095540552927,4.122628149530438,4.833189399959958,1.0,2.42861286636753e-17,1.0
normal_0_1797.mat,83,12000.0,1.0,True,0.9999999999999999,3.2879673580756825,6.29014456108086,3.287967358075683,-0.3658933827578066,-0.020883979383894483,1.229028267045278,4.041004824197197,4.724673045660674,0.9999999999999998,-1.3877787807814457e-17,0.9999999999999999
normal_0_1797.mat,84,12000.0,0.62,False,0.9999999999999999,2.929423517122801,5.7814088748415955,2.9294235171228014,-0.44667635121835625,0.018176553028637375,1.2229892115477392,3.58265335749542,4.167249596648776,0.9999999999999998,-1.734723475976807e-17,0.9999999999999999
normal_0_1797.mat,85,12000.0,1.0,True,1.0,3.045672146139539,6.028003611027717,3.045672146139539,-0.36255612304619866,-0.01708931652799249,1.2311088515575106,3.749553938054546,4.373224047538146,1.0,1.5612511283791264e-17,1.0
normal_0_1797.mat,86,12000.0,0.88,True,0.9999999999999999,3.124018196490055,6.0494981196218856,3.1240181964900553,-0.3960420518316896,-0.04974244234721795,1.2241609395451558,3.824301050571429,4.442316373821404,0.9999999999999999,-2.6020852139652106e-18,0.9999999999999999
normal_0_1797.mat,87,12000.0,0.75,True,1.0,3.360372021267235,6.184511535953679,3.360372021267235,-0.40024033619538457,-0.031638543509628456,1.2207708430056474,4.102244185214993,4.7622776386397545,1.0,1.474514954580286e-17,1.0
normal_0_1797.mat,88,12000.0,0.88,True,1.0,3.3126360449024883,6.142034795588486,3.3126360449024883,-0.3818488134742628,-0.021570652459781285,1.2276396385017776,4.066723316652049,4.748635990309218,1.0000000000000002,1.5612511283791264e-17,1.0
normal_0_1797.mat,89,12000.0,0.5,False,0.9999999999999999,2.8909433729701175,5.54782290975661,2.890943372970118,-0.3828422728285168,-0.0777903421282711,1.231173618852865,3.5592532143983275,4.15949398400559,0.9999999999999998,-4.336808689942018e-18,0.9999999999999999
normal_0_1797.mat,90,12000.0,0.88,True,0.9999999999999999,3.528957119014685,6.4690365048956116,3.5289571190146853,-0.2601711783531657,-0.0330019210501729,1.2357036680888533,4.3607452564947184,5.0939185089607255,0.9999999999999999,-1.0408340855860843e-17,0.9999999999999999
normal_0_1797.mat,91,12000.0,0.88,True,0.9999999999999999,3.4038419953258425,6.15840475055308,3.403841995325843,-0.17000381271120624,0.05150137268674947,1.2473595391971075,4.245814782789406,4.99926338342887,0.9999999999999999,3.469446951953614e-18,0.9999999999999999
normal_0_1797.mat,92,12000.0,0.75,True,1.0,2.903623821822872,5.566013334724632,2.903623821822872,-0.39528887222291464,0.002976329750385146,1.2326592109040706,3.5791786489704434,4.194124055623842,1.0000000000000002,2.168404344971009e-18,1.0
normal_0_1797.mat,93,12000.0,0.75,True,1.0,3.1196174303658046,6.187019878318214,3.1196174303658046,-0.38726122561538556,-0.01004662192163867,1.226218972588089,3.8253340803310514,4.459561621153955,1.0,-2.7755575615628914e-17,1.0
normal_0_1797.mat,94,12000.0,1.0,True,1.0,3.2230277091654345,6.396925532093098,3.2230277091654345,-0.2912447826171687,0.006434952130583014,1.2363026351573805,3.9846376500264817,4.669137765595437,1.0,2.168404344971009e-17,1.0
normal_0_1797.mat,95,12000.0,0.88,True,0.9999999999999999,3.4736947317286906,6.554883087719962,3.473694731728691,-0.30499404063257884,-0.011369135282286488,1.2350971813425256,4.290350572002487,5.038822895593163,0.9999999999999999,8.673617379884035e-18,0.9999999999999999
normal_0_1797.mat,96,12000.0,0.88,True,0.9999999999999999,3.5658422191576467,6.722549952503966,3.565842219157647,-0.15629389658662785,-0.042943566980306574,1.2414834317000845,4.426934035140881,5.2149895232654835,0.9999999999999999,-6.938893903907228e-18,0.9999999999999999
normal_0_1797.mat,97,12000.0,1.0,True,1.0,3.1363800912541513,6.12299962278486,3.1363800912541513,-0.36838717296974544,-0.0374452553950269,1.2328605595689892,3.8667193143246306,4.53509152287152,1.0,-5.204170427930421e-18,1.0
normal_0_1797.mat,98,12000.0,0.62,False,1.0,2.94837958319198,5.472932767997223,2.94837958319198,-0.3473726125520926,-0.0916411390785728,1.236724345584128,3.646332810556706,4.283010996448781,1.0,1.0408340855860843e-17,1.0
normal_0_1797.mat,99,12000.0,0.5,False,1.0,2.9107984153920574,5.44684531157827,2.9107984153920574,-0.3141484304356794,-0.10273528664430981,1.2375929023726477,3.6023834591267603,4.238881907414121,1.0000000000000002,1.3877787807814457e-17,1.0
normal_0_1797.mat,100,12000.0,1.0,True,1.0,2.84803161891586,5.68719348890636,2.84803161891586,-0.3736738657039185,-0.04944690932427203,1.2337231192229732,3.513682452534529,4.131412959115295,1.0,3.0357660829594124e-17,1.0
normal_0_1797.mat,101,12000.0,0.88,True,1.0,2.9120387488989405,5.816902992950689,2.9120387488989405,-0.3628090165150981,0.005994719033500927,1.2265745578789526,3.571832640957096,4.161240275864348,1.0000000000000002,2.0816681711721685e-17,1.0
normal_0_1797.mat,102,12000.0,0.75,True,1.0,3.2412811287461816,6.031892229449602,3.2412811287461816,-0.4075094852847365,-0.011358506475132701,1.2215213511040097,3.9592941036939657,4.594228863553474,1.0,3.9898639947466563e-17,1.0
normal_0_1797.mat,103,12000.0,1.0,True,1.0,3.240483268293317,6.02635006336919,3.240483268293317,-0.2936515941282609,-0.0064595539526781445,1.2365466069790887,4.007008590380609,4.689927757594397,1.0000000000000002,-5.204170427930421e-18,1.0
normal_0_1797.mat,104,12000.0,1.0,True,1.0,2.97790049004529,5.845310062108837,2.97790049004529,-0.3241424095967891,-0.04280370064691767,1.2277033424832593,3.6559783852111387,4.2475019028830205,1.0,-1.1275702593849246e-17,1.0
normal_0_1797.mat,105,12000.0,0.75,True,1.0,2.9735522178062173,5.817170422318393,2.9735522178062173,-0.4153012771104887,-0.1002633837077748,1.2210438746357903,3.6308377214619507,4.211103992665951,1.0000000000000002,1.3010426069826053e-17,1.0
normal_0_1797.mat,106,12000.0,1.0,True,1.0,3.1590565653778566,6.106728979743714,3.1590565653778566,-0.3268907565128103,0.05447055878866612,1.2295454168629039,3.88420352157101,4.533337660818352,1.0,-6.938893903907228e-18,1.0
normal_0_1797.mat,107,12000.0,1.0,True,0.9999999999999999,3.095123846821854,6.028009470017077,3.0951238468218545,-0.2785404080852487,0.06625787346316779,1.2331891789546943,3.8168732354253376,4.465035174419068,0.9999999999999998,1.0408340855860843e-17,0.9999999999999999
normal_0_1797.mat,108,12000.0,1.0,True,0.9999999999999999,2.9924563291086947,5.941301787452589,2.992456329108695,-0.2404245649354162,-0.09656890252052491,1.240718859131212,3.7127970026517145,4.368289568554289,0.9999999999999998,1.734723475976807e-17,0.9999999999999999
normal_0_1797.mat,109,12000.0,1.0,True,1.0,3.204099755666517,6.023653523282757,3.204099755666517,-0.2527091853740959,-0.01586609412193464,1.2367641522516983,3.962715718046774,4.6572009894959026,1.0,-3.903127820947816e-17,1.0
normal_0_1797.mat,110,12000.0,1.0,True,1.0,3.2049904245426113,6.123203733495582,3.2049904245426113,-0.1801485988392333,0.04562926690878947,1.2375299996402394,3.966271798931188,4.642589870591656,1.0,1.734723475976807e-17,1.0
